統編,公司名稱,公司地址,ADDR_X,ADDR_Y
27534112,廣隆昌控制股份有限公司,114臺北市內湖區瑞光路112巷5號5樓,308563.342,2773851.088
27534582,富健國際有限公司,114臺北市內湖區基湖路10巷48號4樓,306853.93,2774976.429
27535560,新紀元投資股份有限公司,114臺北市內湖區瑞光路399號3樓,307766.35,2774501.662
27536863,永豐裕石材美護工程有限公司,114臺北市內湖區洲子街46號5樓之1,307823.651,2774629.894
27537878,康舒通訊股份有限公司,114臺北市內湖區瑞光路188巷58號5樓,308151.006,2774059.893
27538074,億宏國際股份有限公司,114臺北市內湖區民權東路6段16之2號5樓,308265.247,2773233.681
27541198,上麗股份有限公司,114臺北市內湖區洲子街79號6樓,307648.437,2774778.146
27543490,旭晟科技股份有限公司,114臺北市內湖區瑞光路34號6樓,308754.001,2773647.935
27543695,富昇旅行社股份有限公司,114臺北市內湖區洲子街92號7樓,307608.193,2774738.701
27544316,佑捷有限公司,114臺北市內湖區民權東路6段15巷16號3樓,308398.855,2773450.595
27545574,軒崴科技股份有限公司,114臺北市內湖區基湖路35巷49號3樓,307146.342,2774693.803
27545716,數聯資安股份有限公司,114臺北市內湖區瑞光路218號2樓,308116.784,2774254.927
27546166,芙麗康健生技有限公司,114臺北市內湖區瑞光路415號5樓,307649.225,2774598.635
27547496,達皇旅行社有限公司,114臺北市內湖區瑞光路288號9樓,308022.419,2774325.127
27548468,瑞曜科技股份有限公司,114臺北市內湖區內湖路1段250號6樓,307168.544,2774975.64
27549071,威昱科技股份有限公司,114臺北市內湖區洲子街79之1號3樓,307656.229,2774792.754
27549380,寶興開發股份有限公司,114臺北市內湖區瑞光路26巷36弄8號5樓,308668.513,2773585.793
27549467,品約股份有限公司,114臺北市內湖區民權東路6段13之22號6樓,308519.081,2773376.866
27550549,立田投資事業有限公司,114臺北市內湖區洲子街79之1號5樓之1,307656.229,2774792.754
27553320,華岳運動用品股份有限公司,114臺北市內湖區瑞光路76巷101號1樓,308419.71,2773510.71
27553715,殷諾科技股份有限公司,114臺北市內湖區洲子街81號3樓,307594.951,2774792.738
27553840,庭寬家品有限公司,114臺北市內湖區洲子街77號9樓,307674.484,2774786.994
29071616,藏寶盒廣告策劃有限公司,114臺北市內湖區瑞光路168號7樓之3,308374.664,2774088.887
29071708,兆葳國際數位多媒體有限公司,114臺北市內湖區瑞光路298號7樓,307965.945,2774361.811
29072137,澧蘴投資股份有限公司,114臺北市內湖區港墘路183號9樓,308001.126,2774317.897
29072663,達晨創業投資股份有限公司,114臺北市內湖區洲子街105號8樓,307457.174,2774855.184
29072777,亞菲納科技有限公司,114臺北市內湖區瑞光路258巷2號6樓,308051.827,2774219.522
29072994,銀泰佶聯合生技有限公司,114臺北市內湖區堤頂大道2段409號4樓,306822.23,2774836.947
29074780,壹傳媒電視廣播股份有限公司,114臺北市內湖區民權東路6段16號2樓,308249.337,2773228.87
29075872,新豪建設事業股份有限公司,114臺北市內湖區內湖路1段392號12樓,307791.26,2774832.537
29075900,大圓滿科技股份有限公司,114臺北市內湖區瑞光路358巷30弄8號3樓之1,307770.909,2774342.144
29076443,網路財富股份有限公司,114臺北市內湖區基湖路3巷13號,307140.918,2774869.268
29076491,啟耀工程有限公司,114臺北市內湖區瑞光路513巷30號3樓,307484.766,2774749.742
29077230,捷力特實業股份有限公司,114臺北市內湖區瑞光路258巷55號2樓之1,307950.652,2774161.811
29077288,達盛投資股份有限公司,114臺北市內湖區內湖路1段514號2樓,307893.047,2774801.395
29078245,毅翔投資股份有限公司,114臺北市內湖區瑞湖街161號4樓,308169.058,2773515.613
29078343,頂固開發股份有限公司,114臺北市內湖區內湖路1段66號6樓,306720.973,2775162.599
29079336,恒星股份有限公司,114臺北市內湖區基湖路35巷16號9樓之3,307118.106,2774676.914
29079504,鳥窩窩餐飲有限公司,114臺北市內湖區內湖路1段388號5樓之3,307745.985,2774849.56
29080045,芳田國際有限公司,114臺北市內湖區瑞光路192號1樓,308222.119,2774179.017
29125351,星睿奇貿易有限公司,114臺北市內湖區瑞湖街103號3樓,308132.593,2773949.864
29138237,朝立股份有限公司,114臺北市內湖區內湖路1段360巷15號8樓之1,307573.523,2774862.505
29138882,麗暘國際有限公司,114臺北市內湖區陽光街321巷26號6樓之7,308371.606,2773917.507
29146335,悅峰科技有限公司,114臺北市內湖區瑞光路76巷37號4樓,308592.266,2773718.408
29152602,鑫凱科技股份有限公司,114臺北市內湖區陽光街321巷56號4樓之6,308299.15,2773836.044
29169293,英利群有限公司,114臺北市內湖區瑞光路188巷52號,308180.454,2774046.34
29175773,朝星國際有限公司,114臺北市內湖區民權東路6段15巷29號3樓,308339.108,2773497.509
29576307,光明絲織廠股份有限公司,114臺北市內湖區瑞光路607號7樓,307180.288,2774778.7
29612541,啟興針織成衣股份有限公司,114臺北市內湖區瑞光路192號2樓之1,308222.119,2774179.017
30410179,和光旅運有限公司,114臺北市內湖區堤頂大道2段473號1樓,306722.339,2774948.376
30436044,鴻霖航空貨運代理股份有限公司,114臺北市內湖區瑞光路360號7樓、7樓之1,307742.173,2774455.706
30821861,文心建設股份有限公司,114臺北市內湖區內湖路1段388號3樓之1,307745.985,2774849.56
30826654,暾煌展業有限公司,114臺北市內湖區陽光街349號4樓,308268.778,2773994.828
30833986,泰業營造股份有限公司,114臺北市內湖區內湖路1段360巷15號6樓,307573.523,2774862.505
30836581,十大環保股份有限公司,114臺北市內湖區瑞光路258巷50號2樓之1,307996.419,2774169.609
50869390,新鈺投資股份有限公司,114臺北市內湖區瑞光路360號6樓,307742.173,2774455.706
50869568,新鉑投資股份有限公司,114臺北市內湖區瑞光路360號6樓之1,307742.173,2774455.706
50869743,迪衡數位科技有限公司,114臺北市內湖區瑞光路168號7樓之1,308374.664,2774088.887
50869862,弘力國際有限公司,114臺北市內湖區陽光街351號2樓之2,308251.541,2773990.841
50870354,雲科技有限公司,114臺北市內湖區瑞光路358巷30弄3號5樓,307764.609,2774381.21
50870375,天辰菁英商務中心有限公司,114臺北市內湖區內湖路1段252號12樓,307180.232,2774974.936
50870782,萌醫寵物科技股份有限公司,114臺北市內湖區洲子街12號2樓,308008.606,2774564.907
50870972,全球綠認證股份有限公司,114臺北市內湖區內湖路1段306號5樓之1,307414.585,2774952.484
50871369,點數共享有限公司,114臺北市內湖區洲子街73號8樓之2,307677.685,2774744.093
50871797,橙鋐科技股份有限公司,114臺北市內湖區堤頂大道2段407巷32號5樓,306910.613,2774918.808
50873198,優科光電股份有限公司,114臺北市內湖區瑞光路583巷24號7樓,307314.548,2774823.408
50875203,星宇娛樂事業有限公司,114臺北市內湖區陽光街345巷12號4樓,308302.614,2773911.516
50875246,艾嫚有限公司,114臺北市內湖區瑞光路513巷22弄5號8樓之3,307407.764,2774751.446
50875409,域場室內裝修有限公司,114臺北市內湖區陽光街321巷36號,308351.006,2773877.313
50875528,瑞光醫務管理顧問股份有限公司,114臺北市內湖區瑞光路581之1號,307281.929,2774737.834
50875962,蘇州緯德股份有限公司,114臺北市內湖區港墘路221巷41號6樓,308012.817,2774020.986
50876456,元精股份有限公司,114臺北市內湖區陽光街365巷37號6樓,308242.86,2773865.293
50876667,昶鑫科技股份有限公司,114臺北市內湖區堤頂大道2段301號10樓之1,306984.949,2774624.575
50877188,洪英公寓大廈管理維護股份有限公司,114臺北市內湖區瑞光路188巷52號7樓,308180.454,2774046.34
50878308,薇安盟特股份有限公司,114臺北市內湖區瑞光路302號10樓,307932.41,2774373.396
50878399,寶譽企業有限公司,114臺北市內湖區基湖路10巷46號3樓,306858.56,2774986.88
50878406,創域空間設計有限公司,114臺北市內湖區陽光街321巷36號,308351.006,2773877.313
50878433,品固科技股份有限公司,114臺北市內湖區陽光街321巷12號7樓,308364.508,2773959.169
50881009,如影優活股份有限公司,114臺北市內湖區港墘路185號2樓,307995.942,2774311.008
50881057,盈泰投資股份有限公司,114臺北市內湖區瑞光路68號7樓,308710.132,2773741.907
50881269,松和資產管理有限公司,114臺北市內湖區陽光街345巷12號4樓,308302.614,2773911.516
50882491,維盛實業有限公司,114臺北市內湖區堤頂大道2段285號9樓,307049.212,2774599.006
50882605,海馬科技有限公司,114臺北市內湖區基湖路1號6樓,307051.388,2774944.207
50883359,好適康國際股份有限公司,114臺北市內湖區內湖路1段120巷15弄25號7樓,306862.774,2774939.279
50883750,上緹有限公司,114臺北市內湖區陽光街345巷5號2樓,308326.198,2773924.459
50883908,玉衡科技股份有限公司,114臺北市內湖區民權東路6段11巷37號2樓,308240.911,2773403.552
50884049,且力數位行銷有限公司,114臺北市內湖區瑞湖街88號8樓,308110.708,2773911.534
50884076,動喜數位股份有限公司,114臺北市內湖區瑞光路513巷22弄5號8樓之1,307407.764,2774751.446
50884961,五號星球顧問有限公司,114臺北市內湖區洲子街58號4樓,307784.756,2774671.919
50885265,源力有限公司,114臺北市內湖區瑞光路168號9樓,308374.664,2774088.887
53394221,宣捷細胞生物製藥股份有限公司,114臺北市內湖區內湖路1段68號7樓,306733.885,2775156.989
53408484,誠美國際行銷企劃有限公司,114臺北市內湖區港墘路221巷21號,307927.151,2774145.099
53418820,易宸國際企業有限公司,114臺北市內湖區內湖路1段252號12樓,307180.232,2774974.936
53422401,全鎂實業股份有限公司,114臺北市內湖區陽光街321巷8號8樓,308373.398,2773979.277
53428117,洋鑫國際物流有限公司,114臺北市內湖區瑞光路583巷26號7樓,307318.075,2774830.08
53429663,鴻邁科技有限公司,114臺北市內湖區瑞光路218號2樓,308116.784,2774254.927
53439439,鴻凱雲端科技股份有限公司,114臺北市內湖區陽光街321巷56號4樓之6,308299.15,2773836.044
53439825,啟糧投資股份有限公司,114臺北市內湖區瑞光路258巷50號7樓,307996.419,2774169.609
53450378,理想生活開發股份有限公司,114臺北市內湖區瑞光路258巷50號7樓,307996.419,2774169.609
53455943,亞斯音樂藝術有限公司,114臺北市內湖區陽光街321巷26號6樓之16,308371.606,2773917.507
53519427,捷睿智能股份有限公司,114臺北市內湖區瑞光路302號8樓,307932.41,2774373.396
53519708,布利克有限公司,114臺北市內湖區瑞光路513巷26號5樓,307474.238,2774727.762
53519989,涵堂資訊有限公司,114臺北市內湖區瑞湖街103號6樓之3,308132.593,2773949.864
53520297,華晟生物科技股份有限公司,114臺北市內湖區瑞光路288號8樓,308022.419,2774325.127
53521253,豪好生化科技有限公司,114臺北市內湖區內湖路1段66號10樓,306720.973,2775162.599
53521438,雲開科技股份有限公司,114臺北市內湖區堤頂大道2段497號13樓之10,306677.595,2775071.327
53522648,東鎧股份有限公司,114臺北市內湖區陽光街345巷12號,308302.614,2773911.516
53522865,弘彥國際有限公司,114臺北市內湖區陽光街351號2樓之2,308251.541,2773990.841
53523127,台灣北青國際有限公司,114臺北市內湖區洲子街181號3樓,307244.531,2774922.986
53525342,鬼點創意有限公司,114臺北市內湖區洲子街100號5樓,307563.536,2774763.576
53525357,東方明珠投資有限公司,114臺北市內湖區洲子街107號8樓,307443.68,2774860.212
53525758,俊崴科技有限公司,114臺北市內湖區瑞光路316巷58號9樓,307819.498,2774296.621
53526503,磐易實業有限公司,114臺北市內湖區陽光街321巷36號,308351.006,2773877.313
53526975,歐萊德流通股份有限公司,114臺北市內湖區洲子街71號,307701.36,2774734.256
53527123,台灣立訊精密有限公司,114臺北市內湖區內湖路1段252號2樓,307180.232,2774974.936
53529585,台灣歌爾泰克有限公司,114臺北市內湖區瑞光路415號3樓,307649.225,2774598.635
53530345,不二股份有限公司,114臺北市內湖區港墘路200號7樓之2,307941.335,2774316.023
53530719,金橋資訊股份有限公司,114臺北市內湖區瑞光路318號,307869.301,2774398.775
53531169,傳晏企業股份有限公司,114臺北市內湖區洲子街80號2樓之1,307670.095,2774689.682
53531597,鼎碩資本投資股份有限公司,114臺北市內湖區洲子街88號8樓之2,307626.043,2774702.451
53534139,謀聰有限公司,114臺北市內湖區堤頂大道2段407巷20弄39號1樓,306770.701,2774955.541
53534567,智格網通訊科技股份有限公司,114臺北市內湖區瑞光路358巷30弄1號11樓,307746.459,2774393.955
53535159,兆豐基業建設股份有限公司,114臺北市內湖區堤頂大道2段285號5樓,307049.212,2774599.006
55630452,略椿企業股份有限公司,114臺北市內湖區瑞光路607號4樓,307180.288,2774778.7
55633063,金鈿貿易有限公司,114臺北市內湖區港墘路221巷35號,307978.063,2774074.629
55636940,一家人海鮮餐飲有限公司,114臺北市內湖區瑞光路423號1樓,307628.368,2774607.957
55639539,昕奇雲端科技股份有限公司,114臺北市內湖區瑞光路76巷39號2樓,308622.822,2773699.719
55645271,無限集點股份有限公司,114臺北市內湖區瑞光路316巷50號8樓,307841.122,2774322.322
55646481,杜克貿易有限公司,114臺北市內湖區瑞光路478巷20號,307393.394,2774559.756
55646617,菩真廣告行銷有限公司,114臺北市內湖區瑞光路132巷81號3樓,308356.08,2773792.134
55648354,征服視界科技股份有限公司,114臺北市內湖區洲子街12號2樓,308008.606,2774564.907
55652201,瑞核生技股份有限公司,114臺北市內湖區瑞光路581之1號,307281.929,2774737.834
55654539,頤和醫院管理顧問股份有限公司,114臺北市內湖區洲子街80號5樓,307670.095,2774689.682
55654952,齊楊企業有限公司,114臺北市內湖區瑞光路405號15樓,307674.06,2774552.914
55659393,億茂科技有限公司,114臺北市內湖區基湖路1號8樓之1,307051.388,2774944.207
55661948,林茲實業有限公司,114臺北市內湖區瑞光路431號3樓,307623.65,2774565.713
55664179,新興全球有限公司,114臺北市內湖區內湖路1段120巷21號8樓,306726.375,2774992.415
55664255,凌碩投資股份有限公司,114臺北市內湖區民權東路6段15巷37號3樓,308288.837,2773542.488
55664678,寶恆資本有限公司,114臺北市內湖區瑞光路513巷31號9樓,307515.597,2774738.227
55665156,精聚資訊股份有限公司,114臺北市內湖區瑞光路318號,307869.301,2774398.775
55668127,峻亞有限公司,114臺北市內湖區瑞光路513巷32號8樓,307489.327,2774767.724
55673753,飛士百滋事業有限公司,114臺北市內湖區瑞光路513巷33號,307518.341,2774744.659
55676317,詠鑠生活有限公司,114臺北市內湖區瑞光路513巷26號7樓,307474.238,2774727.762
55678461,波羅的海風味有限公司,114臺北市內湖區洲子街181號3樓,307244.531,2774922.986
55680728,握握餐飲股份有限公司,114臺北市內湖區洲子街81號,307594.951,2774792.738
55681629,創勝網路行銷有限公司,114臺北市內湖區內湖路1段120巷15弄8號9樓,306805.184,2774954.767
55687187,歐陸藝術股份有限公司,114臺北市內湖區內湖路1段250號12樓,307168.544,2774975.64
55687378,譽尚有限公司,114臺北市內湖區洲子街79號6樓,307648.437,2774778.146
55689919,誠翔國際顧問有限公司,114臺北市內湖區港墘路208號5樓,307917.252,2774273.197
55689988,晨光跳舞有限公司,114臺北市內湖區洲子街12號2樓,308008.606,2774564.907
55691268,智皇投資管理顧問有限公司,114臺北市內湖區堤頂大道2段179號9樓,307512.203,2774462.907
55696587,天府投資有限公司,114臺北市內湖區瑞光路258巷56號6樓之3,307959.945,2774135.243
55700597,楷新電子股份有限公司,114臺北市內湖區民權東路6段15巷2號3樓,308522.784,2773405.612
55701060,谷奧科技股份有限公司,114臺北市內湖區內湖路1段516號6樓,307899.071,2774798.995
55701625,億達事業有限公司,114臺北市內湖區瑞光路358巷38弄36號,307796.479,2774311.722
55702188,阿法國際旅行社有限公司,114臺北市內湖區內湖路1段252號12樓,307180.232,2774974.936
55706733,得睿投資股份有限公司,114臺北市內湖區內湖路1段512號3樓,307887.406,2774803.644
55707698,海思亞太服務股份有限公司,114臺北市內湖區瑞光路358巷38弄36號3樓,307796.479,2774311.722
82806784,凱銳能源股份有限公司,114臺北市內湖區陽光街300號7樓之2,307979.585,2773973.151
82807073,全家科醫股份有限公司,114臺北市內湖區瑞湖街88號8樓,308110.708,2773911.534
82807242,臥龍沅達股份有限公司,114臺北市內湖區瑞光路8號5樓,308854.009,2773599.75
82807974,賽德客國際股份有限公司,114臺北市內湖區內湖路1段120巷21號8樓,306726.375,2774992.415
82808299,洛水金禾股份有限公司,114臺北市內湖區洲子街46號3樓,307823.651,2774629.894
82808312,歐銀數位科技有限公司,114臺北市內湖區瑞光路358巷30弄3號2樓,307764.609,2774381.21
82809065,田榮股份有限公司,114臺北市內湖區洲子街12號2樓,308008.606,2774564.907
82809332,富來喜娛樂有限公司,114臺北市內湖區洲子街75號4樓之1,307665.465,2774770.735
82809889,英洲科技有限公司,114臺北市內湖區陽光街345巷12號4樓,308302.614,2773911.516
82810160,以綠生技有限公司,114臺北市內湖區洲子街52號5樓,307815.966,2774662.027
82810345,伊佶國際有限公司,114臺北市內湖區民權東路6段11巷37號2樓,308240.911,2773403.552
82810838,瑞智國際有限公司,114臺北市內湖區港墘路221巷33號8樓,307973.24,2774082.074
82810963,價值投資股份有限公司,114臺北市內湖區瑞光路108號3樓,308599.446,2773868.836
82811294,思達共享有限公司,114臺北市內湖區瑞光路68號4樓,308710.132,2773741.907
82811626,瑞思網路科技有限公司,114臺北市內湖區瑞湖街88號8樓,308110.708,2773911.534
82811647,元璽有限公司,114臺北市內湖區瑞光路168號9樓,308374.664,2774088.887
82811689,耐思投資有限公司,114臺北市內湖區瑞湖街103號7樓之1,308132.593,2773949.864
82812337,匯豐國際商貿有限公司,114臺北市內湖區洲子街63號1樓,307815.397,2774742.677
82812717,奧越電子科技有限公司,114臺北市內湖區陽光街345巷12號4樓,308302.614,2773911.516
82813292,萬世成世界股份有限公司,114臺北市內湖區堤頂大道2段501號4樓,306658.545,2775090.696
82813309,寶慶國際股份有限公司,114臺北市內湖區堤頂大道2段501號4樓,306658.545,2775090.696
82813552,楷星光電科技股份有限公司,114臺北市內湖區舊宗路2段109號2樓,308050.476,2773502.524
82813624,沃荷運籌有限公司,114臺北市內湖區洲子街12號2樓,308008.606,2774564.907
82813899,由申甲投資股份有限公司,114臺北市內湖區洲子街46號5樓,307823.651,2774629.894
82814187,方陣有限公司,114臺北市內湖區洲子街183號2樓,307221.248,2774925.634
82815637,海島國際股份有限公司,114臺北市內湖區瑞湖街88號8樓,308110.708,2773911.534
82816002,泓鉅有限公司,114臺北市內湖區瑞光路513巷22弄5號3樓之6,307407.764,2774751.446
82816283,東西東有限公司,114臺北市內湖區瑞湖街88號8樓,308110.708,2773911.534
82816312,坐享其成網路行銷整合有限公司,114臺北市內湖區陽光街345巷14號4樓,308304.357,2773904.846
82816538,自在農業股份有限公司,114臺北市內湖區洲子街46號3樓,307823.651,2774629.894
82816832,台灣科森科技有限公司,114臺北市內湖區瑞光路607號4樓,307180.288,2774778.7
82816903,環球資昇國際企管顧問有限公司,114臺北市內湖區洲子街88號10樓,307626.043,2774702.451
82818249,鈦一國際股份有限公司,114臺北市內湖區瑞光路606號8樓,307083.311,2774790.744
82821949,高士德科技有限公司,114臺北市內湖區民權東路6段11巷41之1號3樓,308218.573,2773413.932
82821981,典英有限公司,114臺北市內湖區基湖路10巷46號4樓,306858.56,2774986.88
82822150,振翰餐飲有限公司,114臺北市內湖區瑞光路358巷38弄36號,307796.479,2774311.722
04296384,伊蒂有限公司,114臺北市內湖區洲子街75號9樓,307665.465,2774770.735
04313172,光泉牧場股份有限公司,114臺北市內湖區瑞光路502號4樓,307312.72,2774675.549
04314833,麟鑫貿易有限公司,114臺北市內湖區瑞光路258巷2號9樓,308051.827,2774219.522
04317629,震易股份有限公司,114臺北市內湖區內湖路1段88號2樓,306780.928,2775132.163
04329168,海韻電子工業股份有限公司,114臺北市內湖區內湖路1段360巷17號8樓,307570.353,2774855.105
04351626,光泉食品股份有限公司,114臺北市內湖區瑞光路502號4樓,307312.72,2774675.549
04361119,嘉文企業有限公司,114臺北市內湖區瑞光路358巷32號6樓,307713.421,2774388.705
04361357,英偉船務代理有限公司,114臺北市內湖區堤頂大道2段477號8樓之1,306714.499,2774967.7
04361912,明山投資股份有限公司,114臺北市內湖區瑞光路358巷30弄3號7樓之1,307764.609,2774381.21
04362659,華外企業股份有限公司,114臺北市內湖區瑞湖街103號5樓之3,308132.593,2773949.864
04370118,和毅股份有限公司,114臺北市內湖區瑞光路358巷30弄1號11樓,307746.459,2774393.955
04373375,台灣華協企業有限公司,114臺北市內湖區基湖路10巷52號2樓,306842.817,2774995.479
04377371,麗嬰房股份有限公司,114臺北市內湖區陽光街321巷60號,308220.044,2773843.857
04377822,國貿股份有限公司,114臺北市內湖區堤頂大道2段201號3樓,307328.778,2774513.463
04386929,凱宏航空貨運承攬股份有限公司,114臺北市內湖區瑞光路618號9樓,307038.485,2774816.023
04394723,善仁企業股份有限公司,114臺北市內湖區內湖路1段92號2樓之1,306790.244,2775126.826
04399353,立盟海空通運股份有限公司,114臺北市內湖區瑞光路76巷59號5樓,308543.263,2773673.023
04406586,源一通運股份有限公司,114臺北市內湖區洲子街70號2樓之1,307695.368,2774712.345
04415419,雅安國際企業股份有限公司,114臺北市內湖區瑞光路298號3樓之1、之2,307965.945,2774361.811
04424022,環宙航空貨運有限公司,114臺北市內湖區瑞光路258巷55號4樓,307950.652,2774161.811
04439600,普合股份有限公司,114臺北市內湖區瑞湖街99號7樓,308123.795,2774049.153
04474768,優鐠電子股份有限公司,114臺北市內湖區瑞光路258巷2號10樓,308051.827,2774219.522
04495927,康德克企業有限公司,114臺北市內湖區瑞光路478巷18弄20號4樓,307338.228,2774583.841
04497571,歐橋國際股份有限公司,114臺北市內湖區基湖路35巷16號4樓之2,307118.106,2774676.914
04503264,春積企業有限公司,114臺北市內湖區堤頂大道2段17號1樓,307690.673,2774284.201
04662001,複成企業股份有限公司,114臺北市內湖區堤頂大道2段475號3樓,306718.492,2774957.858
04697347,台灣國際標準電子股份有限公司,114臺北市內湖區堤頂大道2段409、411、413、415號8樓,306822.23,2774836.947
04699350,順康貿易有限公司,114臺北市內湖區瑞光路583巷26號5樓,307318.075,2774830.08
04704924,英光股份有限公司,114臺北市內湖區內湖路1段388號9樓,307745.985,2774849.56
04727341,唯林企業股份有限公司,114臺北市內湖區瑞光路208號7樓,308142.811,2774226.373
04744355,海雁企業股份有限公司,114臺北市內湖區港墘路221巷41號5樓之2,308012.817,2774020.986
04751171,汎浩股份有限公司,114臺北市內湖區瑞光路192號8樓之2,308222.119,2774179.017
16688194,普德開發投資股份有限公司,114臺北市內湖區陽光街345巷5號8樓之1,308326.198,2773924.459
16692107,偉詳實業股份有限公司,114臺北市內湖區瑞光路298號7樓,307965.945,2774361.811
16695907,暐凱國際檢驗科技股份有限公司,114臺北市內湖區內湖路1段120巷15弄28號,306868.682,2774905.507
16740537,精璞投資股份有限公司,114臺北市內湖區瑞光路318號,307869.301,2774398.775
16743289,德懋開發實業股份有限公司,114臺北市內湖區內湖路1段512號3樓,307887.406,2774803.644
16745287,年代投資有限公司,114臺北市內湖區瑞湖街39號2樓,308103.782,2774146.496
16745694,思巧玩具股份有限公司,114臺北市內湖區洲子街102號8樓之1,307554.604,2774767.627
16746188,佳禾營造有限公司,114臺北市內湖區瑞光路8號5樓之2,308854.009,2773599.75
16746379,和信超媒體股份有限公司,114臺北市內湖區堤頂大道2段407巷22號8樓,306855.014,2774869.607
16746407,漢鈉儀器有限公司,114臺北市內湖區瑞光路188巷56號3樓,308145.549,2774038.061
16750886,崧弘貿易有限公司,114臺北市內湖區瑞光路358巷38弄36號8樓,307796.479,2774311.722
16752076,采彥企業有限公司,114臺北市內湖區港墘路221巷35號3樓,307978.063,2774074.629
16752322,伸泰建設股份有限公司,114臺北市內湖區堤頂大道2段501號10樓,306658.545,2775090.696
16753722,祺祥投資股份有限公司,114臺北市內湖區洲子街75號4樓之1,307665.465,2774770.735
16757662,聯創投資股份有限公司,114臺北市內湖區瑞光路108號3樓,308599.446,2773868.836
16759177,凌泰科技股份有限公司,114臺北市內湖區瑞光路188巷43號4樓,308166.058,2774100.521
16759845,鼎創科技股份有限公司,114臺北市內湖區瑞光路583巷25號2樓,307285.773,2774835.323
16763377,艾睿科技股份有限公司,114臺北市內湖區瑞光路76巷33號4樓,308609.92,2773731.701
16763658,金瑞航空貨運承攬有限公司,114臺北市內湖區堤頂大道2段285之1號,307042.358,2774602.08
16769040,中驛實業有限公司,114臺北市內湖區內湖路1段210號,306876.946,2775121.518
16769870,仁富股份有限公司,114臺北市內湖區洲子街101號3樓,307487.783,2774844.288
16772761,匯智投資股份有限公司,114臺北市內湖區民權東路6段27號7樓,308839.798,2773523.423
16775459,勁富科技有限公司,114臺北市內湖區瑞光路258巷56號3樓之1,307959.945,2774135.243
16777528,聖立開發股份有限公司,114臺北市內湖區內湖路1段120巷13號7樓,306763.356,2775027.483
16778771,鉅錸科技有限公司,114臺北市內湖區瑞光路168號7樓之2,308374.664,2774088.887
16779125,耀群興業有限公司,114臺北市內湖區民權東路6段16之3號3樓,308275.368,2773236.74
16779271,豐業小客車租賃股份有限公司,114臺北市內湖區民權東路6段23之1號,308796.461,2773504.248
16779510,仕德國際有限公司,114臺北市內湖區陽光街321巷26號4樓之16,308371.606,2773917.507
16779618,勤立生物科技股份有限公司,114臺北市內湖區瑞光路581之1號,307281.929,2774737.834
16779906,長兆投資股份有限公司,114臺北市內湖區洲子街58號10樓,307784.756,2774671.919
16779997,翔和展覽有限公司,114臺北市內湖區港墘路185號3樓之1,307995.942,2774311.008
16780848,華固股份有限公司,114臺北市內湖區洲子街46號6樓,307823.651,2774629.894
16781591,明周國際出版有限公司,114臺北市內湖區瑞光路268號12樓,308056.265,2774294.555
24464367,捷森堡國際有限公司,114臺北市內湖區民權東路6段15巷27號,308347.31,2773523.703
24466610,彥麟科技顧問有限公司,114臺北市內湖區民權東路6段15巷23號2樓之1,308374.298,2773486.132
24466745,桓益投資股份有限公司,114臺北市內湖區民權東路6段16號,308249.337,2773228.87
24466750,正慶投資股份有限公司,114臺北市內湖區民權東路6段16號1樓,308249.337,2773228.87
24466908,昶益投資股份有限公司,114臺北市內湖區民權東路6段16號,308249.337,2773228.87
24467478,瀚陽生物科技股份有限公司,114臺北市內湖區瑞湖街88號5樓,308110.708,2773911.534
24467603,金冠投資股份有限公司,114臺北市內湖區民權東路6段16號1樓,308249.337,2773228.87
24467961,群利科技股份有限公司,114臺北市內湖區洲子街79之1號3樓之1,307656.229,2774792.754
24468201,寶載投資股份有限公司,114臺北市內湖區瑞光路168號2樓之1,308374.664,2774088.887
24468770,鈞傳媒國際行銷股份有限公司,114臺北市內湖區港墘路221巷41號6樓之1,308012.817,2774020.986
24469172,歐生全科技股份有限公司,114臺北市內湖區瑞光路639號2樓,307113.148,2774814.647
24469736,星榮物流有限公司,114臺北市內湖區瑞光路188巷51號,308125.072,2774078.526
24470298,深石數位科技股份有限公司,114臺北市內湖區瑞光路76巷39號3樓,308622.822,2773699.719
24470950,順昶先進能源股份有限公司,114臺北市內湖區基湖路37號12樓,306982.823,2774709.017
24471698,富田傳媒股份有限公司,114臺北市內湖區陽光街321巷26號8樓之13,308371.606,2773917.507
24471944,太甫空間創意有限公司,114臺北市內湖區瑞湖街178巷21號5樓,308064.558,2773752.488
24472330,群安生技有限公司,114臺北市內湖區瑞光路607號8樓,307180.288,2774778.7
24472492,台灣阿布電影股份有限公司,114臺北市內湖區堤頂大道2段407巷20弄35號7樓,306778.955,2774941.57
24472508,漢亞開發建設股份有限公司,114臺北市內湖區基湖路1號12樓,307051.388,2774944.207
24472628,蓓蕾莉生技有限公司,114臺北市內湖區瑞光路316巷56號2樓,307824.85,2774302.479
24472887,德洋海運股份有限公司,114臺北市內湖區洲子街86號1樓,307630.013,2774712.24
24473083,華威電視製作股份有限公司,114臺北市內湖區民權東路6段16號2樓,308249.337,2773228.87
24473416,晨佑投資股份有限公司,114臺北市內湖區瑞光路168號2樓之1,308374.664,2774088.887
24475287,德萊特投資有限公司,114臺北市內湖區瑞光路513巷26號4樓之1,307474.238,2774727.762
24476912,宜寬資訊有限公司,114臺北市內湖區舊宗路2段121巷26號4樓,308068.417,2773542.279
